name,start time,end time,duration
,294041921270.0,294041923520.0,2250.0
,294041923659.0,294041924190.0,531.0
,294041924280.0,294041924545.0,265.0
ha,294041924689.0,294041925672.0,983.0
ha,294041956568.0,294041959698.0,3130.0
ha,294041960069.0,294041960308.0,239.0
k,294041961481.0,294041964179.0,2698.0
ha,294042013595.0,294042016149.0,2554.0
ha,294042017843.0,294042018046.0,203.0
ha,294042034098.0,294042034232.0,134.0
ha,294042051783.0,294042051990.0,207.0
ha,294042052374.0,294042053106.0,732.0
ha,294042060794.0,294042061035.0,241.0
ha,294042065083.0,294042065223.0,140.0
ha,294042072952.0,294042073084.0,132.0
ha,294042075941.0,294042076076.0,135.0
ha,294042084297.0,294042084412.0,115.0
ha,294042104147.0,294042104422.0,275.0
ha,294042233994.0,294042234324.0,330.0
ha,294042242046.0,294042242385.0,339.0
ha,294042247478.0,294042247688.0,210.0
ha,294042264826.0,294042265011.0,185.0
ha,294042321836.0,294042322604.0,768.0
ha,294042352207.0,294042352513.0,306.0
ha,294042406243.0,294042406383.0,140.0
ha,294042416947.0,294042417078.0,131.0
ha,294042425700.0,294042425918.0,218.0
ha,294042433797.0,294042433945.0,148.0
ha,294042434113.0,294042435135.0,1022.0
ha,294042437047.0,294042437213.0,166.0
